GN	Protein Accession #	sig126	sig127N	sig127C	sig128N	sig128C	sig129N	sig129C	sig130N	sig130C	sig131
Ubox5	sp|Q925F4|RNF37_MOUSE	40421.6969301202	39124.9607803712	43862.4041514417	40610.6678787812	44762.3867168485	46177.2906120148	40657.7476352505	37913.2375424792	41674.6976530587	35520.2235805705
Lsr	sp|Q99KG5|LSR_MOUSE	70736.0005090016	88307.1123369711	68557.9988285429	66650.667167656	96933.4197347851	93405.5432445193	90639.5534266718	77221.3130276608	75064.4815878513	75808.5476204419
Col20a1	sp|Q923P0|COKA1_MOUSE	87694.7095028581	123961.84876088	80879.6200047731	86906.7664581503	44288.2251892366	42906.3681350726	44121.9460089804	41425.8224675366	45474.2063494886	43528.248717916
Fat4	sp|Q2PZL6|FAT4_MOUSE	132772.404081015	120165.86111817	128858.154040744	138403.157139602	207117.885374542	188345.411848301	176176.681443063	108231.54036852	105884.53304061	114216.952367118
Cep350	tr|E9Q309|E9Q309_MOUSE	140778.466632597	142926.086098306	138708.726754949	116238.643098437	162102.396154285	163352.241767452	136881.448146076	89144.0099645548	91388.264549944	91878.6529919354
Shcbp1	sp|Q9Z179|SHCBP_MOUSE	41847.1490238946	39744.1058542347	43314.538750959	42368.1253623857	54140.505348836	56017.1251170388	39169.6328099886	23686.8637254766	24017.289655246	24220.4928641644
Rfx2	sp|P48379|RFX2_MOUSE	99959.3949841524	96298.0900741439	104601.489194836	102105.406841538	100193.824890946	110194.736161366	98275.5478898108	73033.0386784412	59953.7546061947	75409.8183438461
Clock	sp|O08785|CLOCK_MOUSE	146466.26580352	153854.889155799	140685.097845668	157965.771940618	177608.26528524	183578.249864091	169759.595779348	150596.995294351	161272.545109538	153612.349641355
Fstl4	sp|Q5STE3|FSTL4_MOUSE	73113.1053152692	82306.3124334765	80063.8881802635	78154.5290094411	70386.7631679391	74873.830340091	72299.1288237001	117275.42690937	101136.135198205	108456.015040739
Epha3	sp|P29319|EPHA3_MOUSE	335072.359644974	300727.854893133	316957.93728582	445183.374804342	356072.738043087	321943.549200645	381216.35066792	492702.380057644	458172.59289271	497188.371010262
Kcnh2	sp|O35219|KCNH2_MOUSE	128275.655465968	155476.883705063	120254.877055918	138178.374904231	103903.353516772	107366.899904105	123165.445723751	156345.098311635	172065.777189949	152591.494804173
Ptges	sp|Q9JM51|PTGES_MOUSE	62496.4536905773	61890.1026126849	56786.1751685559	55009.2673160762	87139.2656660441	80754.6560352931	70687.7566308391	58668.3479979913	52465.6720683755	50013.2586309416
Zfp266	tr|E9Q2S7|E9Q2S7_MOUSE	54803.6618059161	62380.5797425837	55646.3768363667	52316.3824219729	60430.2568551652	71471.57138546	47655.1564210596	33436.7135627984	29408.7435309449	32667.2352354433
Nthl1	sp|O35980|NTH_MOUSE	18815.1077007622	18314.2691212361	21670.2459985072	17615.0063160556	21126.3988394927	25549.2079858039	22557.6740783197	14262.0582601465	11053.0440837962	12347.5609345662
Slc6a4	sp|Q60857|SC6A4_MOUSE	156801.058433824	208497.292513631	143755.852082551	146691.75441714	129851.843528114	141539.236084453	156035.689845737	187039.41846774	206612.511574123	183268.877769233
Fank1	sp|Q9DAM9|FANK1_MOUSE	55367.5086037908	65862.9835187849	54623.4315754611	65152.0989153269	54183.310169002	52660.2215575276	58704.8204400101	69623.5317366008	74668.24102338	78286.3747015614
Kitl	tr|Q8C9K1|Q8C9K1_MOUSE	33005.8169089187	37761.2687652595	48767.170107919	41479.3370286942	66994.1919041694	50454.3704118121	54943.0792555331	49343.8160346883	43595.6369168919	40373.1712472247
Tifab	sp|Q8JZM6|TIFAB_MOUSE	41546.2786666267	34974.8439835906	39066.8329570694	40251.8612478167	47723.6919894851	42444.7037252752	42581.0631759081	34773.2773559652	39822.4075423124	33092.9726990065
Tnfsf9	sp|P41274|TNFL9_MOUSE	17502.3362495618	17872.3535276577	16026.3457385494	14928.6695892114	18823.0662151584	21259.5472588181	11382.1824518909	13876.0080570166	11324.2049744443	13965.3378003714
Itgad	sp|Q3V0T4|ITAD_MOUSE	146496.291992154	149037.557693188	150592.275216747	117981.035140686	142542.21985294	122368.637328816	143441.048325482	113203.357222031	112691.262526805	110863.312569553
Epb42	sp|P49222|EPB42_MOUSE	124957.504894598	165446.449956477	119056.882057881	107010.345691745	102245.995906285	75736.7669157499	65530.4657633248	48629.3655868136	45520.0627759662	46899.2377453577
Peg3	sp|Q3URU2|PEG3_MOUSE	111764.769185426	121898.54190247	113393.165995399	102442.617146151	124100.066315814	134501.648872884	104733.387312676	100671.017954687	110570.641236115	113086.765543762
Ly75	sp|Q60767|LY75_MOUSE	70768.9853642996	67927.6868332538	74140.4308481658	61178.3165895174	122396.833199954	96712.239157792	102181.935053808	59516.702367463	60116.6973331412	57186.6287246458
Ugt1a6	sp|Q64435|UD16_MOUSE	184813.500482792	214423.71830243	214077.953213721	162840.978651693	277813.189779484	200030.390972659	194893.095645895	142318.657824764	139176.619821878	138646.692374549
Cdc45	sp|Q9Z1X9|CDC45_MOUSE	82910.354463968	85584.2795584865	91702.1075919453	82586.6346521155	102111.111212167	108377.83141147	77522.7426593266	53973.2952297029	60059.8860630443	54669.0415740463
Sema5a	sp|Q62217|SEM5A_MOUSE	123792.076920145	123794.229946411	127187.0792012	122596.145607321	115470.21275814	120828.157608441	123306.616279386	99186.058490931	98433.9832651947	104982.274037194
Sema5a	tr|Q3UPZ0|Q3UPZ0_MOUSE	128178.935925194	117900.986712417	127992.503621349	120807.689645161	115349.261592401	113572.525412669	123549.514667403	99527.5748211138	100560.971280798	105032.042697841
Bco2	sp|Q99NF1|BCDO2_MOUSE	25299.4313410336	23199.3727079166	23893.0937312334	25016.409323932	30996.193242045	32130.4263546717	35177.6481073447	22343.0238144938	25988.336375591	25934.9361135589
Prss23	sp|Q9D6X6|PRS23_MOUSE	26835.8473557	26120.8159061047	29391.690695146	26624.7264834116	32227.1950328208	30840.2631974027	31491.2118266733	26559.7387450597	25708.556970971	25428.6948773006
Fmod	sp|P50608|FMOD_MOUSE	12549.621176737	13381.7136139531	13493.1917645849	13598.9438718876	13151.2845839106	14346.762772888	12897.3944782145	16979.9366949095	21125.3060572705	16946.0866339391
Mcm9	sp|Q2KHI9|MCM9_MOUSE	25023.148369782	24669.0256248437	27272.4739921641	25375.8798216406	37400.4420213196	32952.0048144063	28041.7998918571	19738.3628317283	22562.5639012565	21817.8051244446
Fam135b	sp|Q9DAI6|F135B_MOUSE	80247.0306127042	71652.7714384771	80351.233384768	88733.4308103632	90542.1647847118	94490.0237847299	90024.5478221022	143241.923187563	132230.754516574	146669.027929743
Ptgs2	sp|Q05769|PGH2_MOUSE	64792.3835642048	62142.5041541832	71074.3039026614	87073.3488670947	54703.218789292	87819.2453962772	74308.1906782459	66387.825454625	61608.6377082831	65066.2242484566
Ckap2l	sp|Q7TS74|CKP2L_MOUSE	190613.499845487	214154.068092637	241175.31609744	211661.248152058	223014.122109119	251717.495422965	200138.906142014	130884.155776423	133979.521127926	148222.694928121
Hgsnat	sp|Q3UDW8|HGNAT_MOUSE	55585.074112779	58816.6402924624	53966.3177094004	50338.5797115096	65417.947360746	64886.9740818129	54159.0525909313	31420.6821357832	36274.3399734938	33512.5348428803
Hdac7	sp|Q8C2B3|HDAC7_MOUSE	76948.6098382349	69149.8787261134	75413.82683891	71775.5117891242	82850.7651995081	84795.7390965767	75990.2509138296	55277.4268362786	56571.1928930756	54401.2274165608
Hdac7	sp|Q8C2B3-2|HDAC7_MOUSE	76948.6098382349	69149.8787261134	75413.82683891	71775.5117891242	82850.7651995081	84795.7390965767	75990.2509138296	55277.4268362786	56571.1928930756	54401.2274165608
Ikbke	sp|Q9R0T8|IKKE_MOUSE	78589.0595631257	74066.742570701	84827.9931655143	65178.8796429623	63126.5966206929	58096.0680995617	62315.7364627885	42077.594376207	43641.6320416339	44073.1459710456
Prr18	sp|Q6PAN7|PRR18_MOUSE	30739.5740193467	31103.8648965515	37728.178472573	31014.3958249777	33162.0881434917	33071.8929218904	33674.61017142	24160.9745490802	29525.2830425177	26559.697808672
1110051M20Rik	tr|A2AII6|A2AII6_MOUSE	20564.82808581	20200.1923210312	22512.1741992656	21943.9422370336	21850.4758606515	24472.7053210147	20334.9985533714	24097.3039617575	23943.5580206905	24441.837928377
NA	sp|Q8BHR8|CK049_MOUSE	18882.6751651086	20256.7854142794	22588.1821235571	19048.5518936387	20816.4130073409	20886.8284789489	18547.9059282901	18343.5914557518	18729.3493725285	18550.7666214883
Mknk2	sp|Q8CDB0|MKNK2_MOUSE	25528.7344709606	25337.984389271	29319.1888671836	23698.225102575	29507.7616495456	27960.3071171615	25450.8476861288	21231.610400725	21908.2132159154	21725.907724802
Odf3b	sp|Q5M8M2|ODF3B_MOUSE	66993.1179774921	98924.0931730683	55444.3386613494	84385.0124363238	57513.000225006	56090.2199738334	60140.4942831657	77455.6689713489	68022.1649130088	68043.3118212786
Rab20	sp|P35295|RAB20_MOUSE	36090.2604437179	40696.203520922	34547.3866988728	33591.758567681	34444.9670949784	29831.5564784332	30923.857941623	26674.0209486841	33115.9331768391	31580.0968711936
Rnf166	sp|Q3U9F6|RN166_MOUSE	18902.5295650253	17316.3697295504	19705.0931074409	19147.7064339193	16226.1290711596	14479.996119495	17212.5455744324	19571.7049028936	18364.8299614196	18424.3385993296
Zfp617	tr|Q91WM0|Q91WM0_MOUSE	27154.8712695954	32158.3257475565	26460.694435838	24690.2043763521	34071.666194361	27540.588686392	27164.9635318368	22447.2444103165	20342.5362552397	19981.2055202485
Nap1l2	sp|P51860|NP1L2_MOUSE	31210.7884736781	30951.5389973902	26836.4610191315	31507.2975865181	24597.6701466824	25953.5552890963	26203.9800110728	37838.6589488715	42038.6986106519	41585.1179461257
Gtf3c6	sp|Q9D8P7|TF3C6_MOUSE	95910.5928083933	92320.8094686514	103150.80994366	87183.3043669755	106022.08110465	112828.845486875	94206.0110544483	57768.1187592714	64586.6134664574	61297.3715935817
Cpxm2	sp|Q9D2L5|CPXM2_MOUSE	40862.5896471916	51872.263006211	42454.5150331803	49216.3684258664	42325.2304944934	33945.0520491833	35854.3499662705	27185.1332669108	28999.1769693346	26957.3220027154
C8a	sp|Q8K182|CO8A_MOUSE	196398.977984635	214718.493749509	184142.160421889	198792.40265023	268200.782442224	212720.220255036	161005.484872741	97157.9974487497	95105.3659391158	100599.459713424
Slc11a2	sp|P49282|NRAM2_MOUSE	40140.4183271843	40748.7725374755	43327.3637014153	45921.564030421	34785.108660263	43227.4019329232	39365.3127751634	41793.5370380951	47360.9564510109	41775.8562977568
Slc11a2	sp|P49282-2|NRAM2_MOUSE	40140.4183271843	40748.7725374755	43327.3637014153	45921.564030421	34785.108660263	43227.4019329232	39365.3127751634	41793.5370380951	47360.9564510109	41775.8562977568
Fmo2	sp|Q8K2I3|FMO2_MOUSE	34925.2172577293	34128.8029107126	33628.9451591007	35669.6373858403	32678.2302460736	30813.2016626449	34345.2891878566	53407.1330015631	44614.4621013773	43330.2674182671
Polk	sp|Q9QUG2|POLK_MOUSE	84038.2585699933	87079.4636385144	81199.9257480548	79585.2017556054	101245.990307617	99008.2047403159	90257.0959007201	75574.3547385867	81162.2381011077	81413.3489900081
Ercc5	sp|P35689|ERCC5_MOUSE	74688.6872141786	80297.0922713361	79702.788604632	67960.7807348192	88182.4834468652	91792.6042566665	77144.251263101	64934.8423460405	69283.3624555945	62632.7451179697
Alms1	sp|Q8K4E0|ALMS1_MOUSE	57800.7321540846	58638.3933135185	56933.3755198604	55044.6033612487	66821.9343819408	68039.5624583593	59511.0777982467	43267.7692229815	43893.5455067119	48760.4033074688
Klhl17	sp|Q6TDP3|KLH17_MOUSE	89547.2512685813	80351.3153303056	100865.861969483	77187.4266330064	78108.301302458	74179.2548539149	90617.1385598277	61765.5758297036	64708.8760463681	65124.8276828809
Mkrn1	sp|Q9QXP6|MKRN1_MOUSE	94941.6950029006	87287.4767629244	111744.195292684	100014.223899046	77605.9036343425	83738.1595738818	121487.271046702	82087.9638946892	89705.9930037981	80695.2845590738
Zc3h8	sp|Q9JJ48|ZC3H8_MOUSE	23814.9411857858	33174.2522972358	21992.6634253818	15521.3079035754	28411.3203245402	25563.515342308	22964.0137076432	20093.7730589397	30903.607528673	26589.5448248319
Pcsk6	tr|F6XJP7|F6XJP7_MOUSE	40923.4011304276	40983.3447042462	40566.0769997461	41639.359971646	44735.1540465202	40265.3931120479	41301.666236892	35298.6697922621	31953.340187819	34128.1701310482
Fam86a	sp|Q3UZW7|FA86A_MOUSE	25934.9579465989	26488.1146634599	28323.8994745517	27977.6166823312	34566.1668924629	35449.5388888588	29836.323342169	18331.2336778989	17404.634547095	18516.7493039168
Pcdh20	sp|Q8BIZ0|PCD20_MOUSE	66297.8091921783	65079.7377341427	77609.9648904853	78428.3687998696	63477.7605373394	49643.4796914893	66522.2414010569	60247.5726270958	56475.5142356062	63152.9450106484
Rfx7	tr|F8VPJ6|F8VPJ6_MOUSE	168916.896800933	182243.001592995	184256.526215354	176977.972903418	196834.694185242	197736.696120096	163286.801603288	142667.986322872	141517.250401096	142231.061784611
Aggf1	sp|Q7TN31|AGGF1_MOUSE	46943.9601908347	45858.2368738378	42763.2251252741	40898.2905368875	57327.6836260587	61443.6145904211	44623.5636750917	35571.1003889055	31038.176989726	36472.4110532975
Ggnbp2	sp|Q5SV77|GGNB2_MOUSE	25879.1481905516	29755.7044594105	35686.267112021	27311.5461753387	54868.6101181937	58385.1091229422	38960.4908571177	17731.6633543221	22500.5629290258	25099.0532694475
Ggnbp2	sp|Q5SV77-2|GGNB2_MOUSE	70095.3699607129	70259.3727172536	76924.2219231066	65517.2321530273	97804.7511483237	102329.720825164	79218.2313314007	61321.093265255	53257.0564566242	63280.0664881014
Phrf1	sp|A6H619|PHRF1_MOUSE	172712.942187643	174652.808457077	173551.524322158	168080.557104213	175702.607753284	188217.982114831	161772.600829427	140733.103030066	146008.331251389	151906.062224459
Stac	sp|P97306|STAC_MOUSE	191656.34518916	179777.251019881	149413.967395128	171393.734675132	75041.8843507576	101317.955469415	129935.318411108	186107.859462311	192540.961832969	200192.615050934
Dgat2	sp|Q9DCV3|DGAT2_MOUSE	61734.5062777248	54325.0574733778	57061.1092675296	63148.9287105612	41007.3956343094	41405.2005932483	48605.2036295148	49793.8638650746	43431.018045091	42901.957612887
Mterf1b	sp|B9EJ57|MTF1B_MOUSE	65036.8308458071	63867.4850026983	66998.2624782337	54560.1958249298	69486.5800689615	68505.2364866126	61683.7266781234	55633.1414623582	55019.2447172379	48964.861403494
Slc35e2	sp|Q8C811|S35E2_MOUSE	40801.6971403648	38613.3483549431	40873.6292080194	36191.2704584799	43099.5768864131	43979.3892327455	42411.9766039431	36986.0177910814	35548.7220066712	34112.7492937197
Txnip	sp|Q8BG60|TXNIP_MOUSE	68228.3097520315	73677.2693895682	74566.0832575458	58825.1813371376	56185.6722512238	50119.2630787304	51689.3901972919	42810.8323858166	43150.6033980647	39432.3107695848
Ankdd1a	tr|F8VQ39|F8VQ39_MOUSE	61835.7475126606	71799.6562680043	64220.8327410766	61282.8865580478	56327.213062466	55302.2693555419	65175.0754823822	76276.1314679769	74465.7308452755	71333.6488640672
Arhgap9	tr|Q8QZW8|Q8QZW8_MOUSE	31531.5994292797	36147.7880802848	30231.8747651664	33799.3623239517	38963.2138887665	31157.1880868994	34112.5639828202	30730.3074809978	25812.6886424991	31418.5571709192
Trpm7	sp|Q923J1|TRPM7_MOUSE	83226.3703549258	88919.3117914334	89903.6196214185	86796.3057388456	93698.9114145948	98173.4451247974	81165.5403673951	77668.9667585556	72276.2701833471	76065.3182207677
Steap4	sp|Q923B6|STEA4_MOUSE	21237.5839313879	19917.379995842	17701.0543184465	17238.1724389764	34735.3095372824	21041.2816026664	31430.7585036185	12894.0955025937	13187.8380401785	12413.6896145322
Mettl4	sp|Q3U034|METL4_MOUSE	68383.4199841334	69593.3449070144	72702.4646714121	67672.9050244694	93333.3783371218	86835.4107998214	75132.2338672711	49697.7849749069	49475.7897530371	55522.2037608132
Chrm4	sp|P32211|ACM4_MOUSE	27841.1009684325	35896.0207120681	29172.6967993856	28941.3377133736	25778.2165530735	25395.2053516465	28886.8997957047	55735.7216266104	51420.0597234484	50638.6203761605
Suv420h2	sp|Q6Q783|SV422_MOUSE	49117.9682085923	51302.5535088979	44864.8853534669	44287.1325220813	60037.2544178504	62701.1710022824	45048.1418355822	33187.8862407413	34977.1926127333	35464.4431067439
Capn15	sp|Q9JLG8|CAN15_MOUSE	33990.1751391299	32301.2797105519	30505.6762098239	27687.7307744209	34757.2587407843	32030.638305246	31885.7164071768	30544.6016208574	33722.2961489857	30210.2988920354
Capn15	sp|Q9JLG8-2|CAN15_MOUSE	46520.2646599763	48950.1234749985	42059.2395461129	44834.9810143871	42725.1661169033	46362.2939204992	39457.8123858662	52401.2020078477	48725.3230282444	52670.9742158627
Trerf1	sp|Q8BXJ2|TREF1_MOUSE	97606.834290955	99232.7318055007	94201.5806955437	87419.8174756845	116358.056074863	97780.1450371711	88904.7332198379	107137.851808064	131613.641988764	102197.324285484
Fam179b	sp|Q6A070|F179B_MOUSE	120811.775365024	125277.948614932	116149.611754866	117900.264789768	113537.838350803	114322.322588244	111683.712653477	153796.609489414	152167.697309317	144827.138679322
Vwa5b2	sp|Q3UR50|VW5B2_MOUSE	46562.9702583399	47143.8099227845	47421.9013716952	48627.6669762601	40803.2327608834	46415.9646394098	45769.0903046092	60896.4837764807	59421.2637575125	55589.3587584106
Hps1	sp|O08983|HPS1_MOUSE	84645.9708763259	79900.7344480014	79866.7227378599	70355.2660929965	73083.9367440769	66886.6531132523	75560.685423322	53471.9073113892	51520.0287381899	51385.0331719824
Tmem168	sp|Q91VX9|TM168_MOUSE	63643.6109154561	65566.1794899941	69366.2943686873	56725.5435646013	71534.4018962264	80159.1422872918	70863.7937378867	42998.0138884219	46416.8064992132	44101.7127673949
Kmt2c	sp|Q8BRH4|KMT2C_MOUSE	101621.548622858	94676.9241448868	98779.6980176453	92917.230943331	109677.877061378	123376.397445239	99844.3422656269	66959.6575648984	68498.4990865266	69691.9184276633
Il17ra	sp|Q60943|I17RA_MOUSE	17783.3545347356	18817.9136169549	18138.9889566379	18446.6518693742	18603.9992609284	17377.9181198057	17367.9965737549	17442.1079513311	17013.8057977985	16985.4716417315
Shroom3	sp|Q9QXN0|SHRM3_MOUSE	305982.438112782	326016.932146132	262869.617367297	293861.955497169	259782.276904318	250559.395215012	262258.747226333	371322.721337689	383828.236340308	335480.078574325
Arap3	sp|Q8R5G7|ARAP3_MOUSE	146238.045872739	142068.213718189	140990.906683291	132589.636621163	159261.808381513	151807.318761244	158104.241864634	102002.833317924	107484.047073028	100796.24482406
Abcc9	sp|P70170|ABCC9_MOUSE	201461.256071974	207141.730325973	200146.208614215	159758.461252554	217870.055924434	232565.897902626	203840.545507839	163025.570946231	160940.233918867	152456.509717618
Srek1ip1	sp|Q4V9W2|SR1IP_MOUSE	188161.737428196	159456.495824189	174005.704907148	144983.849438102	226151.216334318	201148.738642839	154002.092099597	77315.7767249241	109797.92967221	92661.41268232
Sh2b3	sp|O09039|SH2B3_MOUSE	40962.0405717902	44179.4263354359	38669.3712271888	39967.9514072973	43402.53702133	43044.9411667511	41078.2377073247	43359.833486214	43834.9550803867	45006.6399108374
Gch1	sp|Q05915|GCH1_MOUSE	113227.673743904	130168.336067244	98977.570630398	108371.833261803	87968.0655283395	108073.340793418	93417.5856627334	119897.316486112	120987.506807285	116706.935860955
Rsph3b	sp|Q9DA80|RSH3B_MOUSE	83106.9708206619	96452.312623299	72516.0128613223	75967.6874140907	75971.0218697435	59779.6703455511	74734.8120627861	69915.5068584629	72943.1037489286	62304.6277770736
